"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:12:49.564Z"
,"ERN GENTURIS","ERN GENTURIS is the European Reference Network (ERN) for all patients with one of the rare genetic tumour risk syndromes (genturis). ERNs are virtual networks gathering doctors and researchers with high expertise in the fields of rare or low-prevalence and complex diseases. Launched in 2017 by the European Commission, 24 ERNs involve over 1400 highly specialised healthcare teams, located in over 300 hospitals in 27 EU Member States and Norway. ERNs are funded by the EU. Genturis patients are at very high hereditary risk of developing common cancers, which are often located in multiple organ systems. In case they are diagnosed with cancer they need different treatment and follow-up as compared to non-hereditary cancers. ERN GENTURIS comprises 52 highly specialised healthcare teams in 23 countries. ERN GENTURIS is committed to improve access to diagnosis, treatment and the provision of high-quality healthcare for genturis patients no matter where they are in Europe.","Hospitals and Health Care","51-200 employees","Partnership","Nijmegen, Gelderland","Netherlands","genturis.eu","https://www.linkedin.com/company/ern-genturis",
,"Apotheek Haagse Ziekenhuizen","Binnen de farmaceutische zorg anticiperen wij op wensen van onze klanten en ontwikkelingen binnen het zorglandschap. Dit doen we door het bereiden en analyseren van geneesmiddelen – individueel en op voorraad; het aanbieden van Therapeutic Drug Monitoring (TDM) en advies, en het ontzorgen van onze klanten door inkoop en distributie van geneesmiddelen. Vanuit onze kennis en ervaring werken wij samen aan de beste farmaceutische zorg van vandaag én morgen.","Hospitals and Health Care","51-200 employees","Non Profit","Den Haag, Zuid-Holland","Netherlands","ahz.nl","https://www.linkedin.com/company/apotheek-haagse-ziekenhuizen",
,"Associate Degree Sales & Accountmanagement Hogeschool Utrecht","Ambitieus, commercieel en interesse in B2B sales? Dan is de Associate degree Sales & Accountmanagement iets voor jou.","Higher Education","51-200 employees","Educational","Amersfoort, Utrecht","Netherlands","hu.nl","https://www.linkedin.com/company/associate-degree-sales-accountmanagement-hogeschool-utrecht",
,"GGD Gooi en Vechtstreek","Je goed voelen en gezond zijn. Dat wil iedereen. In Gooi en Vechtstreek vinden we dat reden genoeg om van de gezondheid van inwoners nog meer werk te maken. Hoe meer we samen doen, hoe beter dat lukt.

Ons werk is erop gericht inwoners te stimuleren zo gezond mogelijk te zijn en te blijven. Denk hierbij bijvoorbeeld aan het terugdringen van overmatig alcoholgebruik bij zowel jongeren als volwassenen, het stimuleren van gezond gewicht, het meewerken aan een rookvrije generatie en het stimuleren van voldoende beweging door alle inwoners. 

Ons werk is erop gericht inwoners te stimuleren zo gezond mogelijk te zijn en te blijven. Denk hierbij bijvoorbeeld aan het terugdringen van overmatig alcoholgebruik bij zowel jongeren als volwassenen, het stimuleren van gezond gewicht, het meewerken aan een rookvrije generatie en het stimuleren van voldoende beweging door alle inwoners.","Hospitals and Health Care","51-200 employees","Government Agency","Bussum, Noord-Holland","Netherlands","ggdgv.nl","https://www.linkedin.com/company/ggd-gooi&-vechtstreek",
,"Panora Lyceum","Kans om te groeien
Op het Panora Lyceum krijg je alle kans om te groeien. Wij geloven dat iedereen zich wil ontwikkelen, dat je het best leert als je jezelf bent. Daarbij is oog voor je omgeving hebben noodzakelijk.

Samen met anderen kom je verder dan je wellicht ooit voor mogelijk had gehouden. Door met een open blik te kijken, word je zelfbewust, sociaal bewust en wereldwijs. Dit biedt je een sterke basis voor een succesvolle toekomst.

Op onze openbare school sta je nooit alleen. Met elkaar werken we dagelijks vanuit nieuwsgierigheid aan eigentijds en betekenisvol onderwijs.

Het Panora Lyceum is een school voor mavo, havo, atheneum én gymnasium: Nederlandstalig en tweetalig.

“Jezelf ontwikkelen door met een open blik om je heen te kijken.”

Onze waarden
Sociaal: leren met een open blik op de maatschappij
Onderzoekend: leren door te verbinden en te ontdekken
Duurzaam: leren met het oog op het nu én de toekomst
Persoonlijk: leren vanuit de grondhouding dat iedereen uniek is","Primary and Secondary Education","51-200 employees","Educational","Doetinchem, Gelderland","Netherlands","panoralyceum.nl","https://www.linkedin.com/company/panoralyceum",
,"Leidsche Rijn Julius Gezondheidscentra (LRJG)","Leidsche Rijn Julius Gezondheidscentra (LRJG) werd 25 jaar geleden opgericht met een doel: de beste zorg in de buurt leveren. De organisatie staat met haar 6 centra voor uiteenlopende, persoonsgerichte en toegankelijke zorg voor alle bewoners in Utrecht Leidsche Rijn.

Bovendien is Leidsche Rijn Julius Gezondheidscentra een academische praktijk: we streven naar het continu verbeteren van het zorgaanbod door wetenschappelijk onderzoek te doen en te innoveren. We werken daarin intensief samen met onder meer UMC Utrecht, St. Antonius Ziekenhuis, Hogeschool Utrecht en Fontys Hogeschool Eindhoven.","Hospitals and Health Care","51-200 employees","Non Profit","Utrecht","Netherlands","lrjg.nl","https://www.linkedin.com/company/leidsche-rijn-julius-gezondheidscentra",
,"Vossius Consultancy","Samen op weg naar betere processen in de zorg.

Vossius Consultancy richt zich op procesverbetering en ondersteuning van zorginstellingen. Onze medewerkers adviseren over financiële- en administratieve vraagstukken en voorzien klanten van praktische hulpmiddelen die administratieve processen verbeteren en versnellen.

Vossius Consultancy richt haar diensten op drie pijlers: consultancy, project management en training. Op deze manier kunnen wij uw organisatie ad hoc ontzorgen en voor langere tijd een ondersteunende hand bieden. Wij adviseren u graag, maar wij vinden het belangrijker om samen met u zaken structureel te veranderen.","Hospitals and Health Care","51-200 employees","Privately Held","Utrecht, Utrecht","Netherlands","vossiusconsultancy.nl","https://www.linkedin.com/company/vossius-consultancy",
,"NVKF","De klinisch fysicus is een medisch specialist in de gezondheidszorg met kennis van natuurkundige principes. De klinisch fysicus zorgt ervoor dat nieuwe en bestaande medische apparatuur en technieken veilig en verantwoord worden toegepast om de diagnose en behandeling van patiënten te optimaliseren.

De klinisch fysicus is met zijn brede medisch-fysische, biofysische en fysiologische kennis in staat in de medisch-specialistische zorg bij te dragen aan, en deels verantwoordelijk te zijn voor, diagnostiek en therapie van individuele patiënten en patiëntengroepen.  Klinisch fysici zijn werkzaam in algemene ziekenhuizen, universitair medische centra, radiotherapeutische instituten, audiologische centra en revalidatiecentra. 

De Nederlandse Vereniging voor Klinische Fysica (NVKF) is als vertegenwoordiger van de beroepsgroep lid van de Federatie Medisch Specialisten (www.demedischspecialist.nl).","Hospitals and Health Care","51-200 employees","Non Profit","Utrecht","Netherlands","nvkf.nl","https://www.linkedin.com/company/nvkf",
,"Vathorst College","Het Vathorst College is een school voor eigentijds onderwijs voor vmbo-t, havo en vwo. Wij zijn gestart in 2005.

De bedoeling (ziel) van het Vathorst College:
Wij halen het beste uit onszelf, de ander en de wereld, waarbij ieder leert op een manier die bij hem/haar past.
De principes van waaruit wij werken:
- gezien en gehoord worden vanuit gelijkwaardigheid
- positiviteit
- hoofd, hart en handen (kennis, vaardigheden, persoonlijke ontwikkeling)
- richting, ruimte, ruggensteun

Wat de leerling al kan, is voor ons het uitgangspunt. Onze pijlers zijn: kunst, zelfverantwoordelijk leren, contextrijk leren en digitaal onderwijs.","Primary and Secondary Education","51-200 employees","Educational","Amersfoort, Utrecht","Netherlands","vathorstcollege.nl","https://www.linkedin.com/company/vathorst-college",
,"Bossche Vakschool & ISK","De juiste plek voor slimme handen! 
De Bossche vakschool is dé school voor leerlingen die graag praktisch bezig zijn en baat hebben bij levensecht leren. Er is een groot aanbod praktijklessen waardoor leerlingen leren door te doen. Wij gaan samen met de leerling op zoek naar waar ze goed in zijn en helpen hen te ontdekken waar hun talenten liggen. Met zo weinig mogelijk drempels en zo veel mogelijk kansen realiseren we een vlotte doorstroming naar het mbo. De Bossche Vakschool haalt het beste uit elke leerling!

De Bossche Vakschool heeft ook nog een aparte afdeling die elders gehuisvest is, namelijk de Internationale Schakel Klas. De Internationale Schakel Klas (ISK) is voor anderstalige leerlingen tussen de 12 en 18 jaar. 
In een periode van anderhalf tot twee jaar doorlopen zij een opleiding die de doorstroom naar het regulier voorgezet onderwijs of het middelbare beroepsonderwijs (mbo) mogelijk maakt.","Primary and Secondary Education","51-200 employees","Educational","'S-Hertogenbosch","Netherlands","bosschevakschool.nl","https://www.linkedin.com/company/bossche-vakschool",
,"EAU Patient Information","Our mission:
Every urological patient in Europe should have access to the highest quality patient information. The mission of the EAU Patient Information initiative is to provide reliable patient information on urological diseases which takes into account the latest scientific evidence, expert recommendations, and the needs of patients. This information must be consistent in content and quality throughout all of its translations and relevant to patients living in different countries. EAU patient information is in line with the EAU Guidelines.","Hospitals and Health Care","51-200 employees","Non Profit","Arnhem, Gelderland","Netherlands","uroweb.org","https://www.linkedin.com/company/eau-patient-information",
,"PARK Medisch Centrum & Parkkliniek","Park Medisch Centrum en Parkkliniek is met gemiddeld een 9,6 op Zorgkaart Nederland uw expertisecentrum voor orthopedie, neurochirurgie en plastische chirurgie.
Korte wachttijden en vergoed door alle zorgverzekeraars.
Onze orthopedisch chirurgen zijn specialist in heupprotheses en knieprotheses volgens de nieuwste technieken. Onze allround neurochirurgen zijn specialist in minimaal invasief opereren zoals de endoscopische PTED hernia operatie.

Parkkliniek is al meer dan 25 jaar een vakkundig en betrouwbaar adres voor plastische chirurgie en injectables in Rotterdam.","Hospitals and Health Care","51-200 employees","Public Company","Rotterdam, Zuid Holland","Netherlands","parkmedischcentrum.nl","https://www.linkedin.com/company/pmcrotterdam",
,"Veilig Thuis Flevoland","Veilig Thuis Flevoland is het expertisecentrum op het gebied van huiselijk geweld en kindermishandeling in de regio Flevoland. Alle burgers in Flevoland kunnen bij ons terecht voor advies over en meldingen van huiselijk geweld en kindermishandeling. Ons doel is dat iedereen in deze regio kan leven of opgroeien in een veilige thuissituatie, vrij van huiselijk geweld of kindermishandeling.

 

Bij Veilig Thuis Flevoland werken 150 experts op het gebied van kindermishandeling en huiselijk geweld. We zijn onderdeel van Blijf Groep, waardoor we als enige VT-organisatie in Nederland het gehele spectrum van huiselijk geweld kunnen bestrijken en we direct gebruik kunnen maken van de expertise van onze collega’s op het gebied van opvang en hulpverlening.","Hospitals and Health Care","51-200 employees","Non Profit","Almere, Flevoland","Netherlands","veiligthuisflevoland.nl","https://www.linkedin.com/company/veilig-thuis-flevoland",
,"Stedelijk Gymnasium ‘s-Hertogenbosch","Stedelijk Gymnasium s-Hertogenbosch is an education management company based out of Netherlands.","Education Administration Programs","51-200 employees","Educational","’s-Hertogenbosch, North Brabant","Netherlands","stedgymdenbosch.nl","https://www.linkedin.com/company/stedelijk-gymnasium-s-hertogenbosch",
,"WijsBij","Wijsbij biedt uitgebreide ondersteuning voor leerlingen in het basisonderwijs, voortgezet onderwijs en MBO. Wij zijn gespecialiseerd in bijles, huiswerkbegeleiding en coaching, met een focus op het versterken van zelfvertrouwen, het verbeteren van studievaardigheden en het voorkomen van leerproblemen. Ons doel is om elke leerling te helpen hun volledige potentieel te bereiken, ongeacht het niveau of vakgebied.

Onze ervaren docenten bieden persoonlijke begeleiding, zowel één-op-één als in kleine groepsdynamica-trainingen. We ondersteunen leerlingen in alle kernvakken en bereiden hen effectief voor op belangrijke toetsen en examens. Van de basisschool tot het voortgezet onderwijs en MBO, we bieden maatwerk om ervoor te zorgen dat elke leerling succesvol is.

Daarnaast werken we nauw samen met scholen en stichtingen in de regio’s Amsterdam, Rotterdam, Den Haag en Utrecht. We organiseren preventieve groepstrainingen, evenals lente- en zomerscholen, gericht op het bevorderen van studievaardigheden en een positieve groepsdynamiek. Deze programma’s helpen leerlingen om academisch en sociaal te groeien in een stimulerende leeromgeving.

Neem contact met ons op voor meer informatie over onze diensten en ontdek hoe Wijsbij leerlingen ondersteunt op weg naar succes in het onderwijs.","Education","51-200 employees","Educational","Amsterdam, Noord-Holland","Netherlands","wijsbij.nl","https://www.linkedin.com/company/wijsbij",
